timestamp,value,channel_id,t
2024-01-01 00:00:00,-0.07512517280204485,42,0
2024-01-01 00:00:01,-0.12466652007380193,42,1
2024-01-01 00:00:02,0.019932931559788713,42,2
2024-01-01 00:00:03,0.1916519784536801,42,3
2024-01-01 00:00:04,0.11586258867985776,42,4
2024-01-01 00:00:05,0.08957845237595952,42,5
2024-01-01 00:00:06,0.1641892673134068,42,6
2024-01-01 00:00:07,0.08619302760936574,42,7
2024-01-01 00:00:08,0.17259601786774154,42,8
2024-01-01 00:00:09,0.21556097012710887,42,9
2024-01-01 00:00:10,0.22929883374707655,42,10
2024-01-01 00:00:11,0.29604107242917693,42,11
2024-01-01 00:00:12,0.2964984184467776,42,12
2024-01-01 00:00:13,0.3353047988482346,42,13
2024-01-01 00:00:14,0.2899377411194428,42,14
2024-01-01 00:00:15,0.3915491816606645,42,15
2024-01-01 00:00:16,0.45023031982742306,42,16
2024-01-01 00:00:17,0.3422130019364116,42,17
2024-01-01 00:00:18,0.36807372478967204,42,18
2024-01-01 00:00:19,0.5007760071373942,42,19
2024-01-01 00:00:20,0.4457275127404699,42,20
2024-01-01 00:00:21,0.5465628932698314,42,21
2024-01-01 00:00:22,0.4750810630095602,42,22
2024-01-01 00:00:23,0.5905449695211495,42,23
2024-01-01 00:00:24,0.544690732435004,42,24
2024-01-01 00:00:25,0.571080829187132,42,25
2024-01-01 00:00:26,0.6561779201472626,42,26
2024-01-01 00:00:27,0.5793365092738916,42,27
2024-01-01 00:00:28,0.5695532400982917,42,28
2024-01-01 00:00:29,0.6130578814240106,42,29
2024-01-01 00:00:30,0.6766633383866159,42,30
2024-01-01 00:00:31,0.5939946410152817,42,31
2024-01-01 00:00:32,0.7220593427779004,42,32
2024-01-01 00:00:33,0.6808097763636773,42,33
2024-01-01 00:00:34,0.7823532073547091,42,34
2024-01-01 00:00:35,0.622108083637261,42,35
2024-01-01 00:00:36,0.7189884966651241,42,36
2024-01-01 00:00:37,0.6901193654562877,42,37
2024-01-01 00:00:38,0.7488810019683394,42,38
2024-01-01 00:00:39,0.8179428801231967,42,39
2024-01-01 00:00:40,0.8115767476451999,42,40
2024-01-01 00:00:41,0.8224533429182109,42,41
2024-01-01 00:00:42,0.8413473253757242,42,42
2024-01-01 00:00:43,0.873255386022566,42,43
2024-01-01 00:00:44,0.8260287861138793,42,44
2024-01-01 00:00:45,0.9247533480492264,42,45
2024-01-01 00:00:46,0.9350808660760853,42,46
2024-01-01 00:00:47,0.9333136585672989,42,47
2024-01-01 00:00:48,0.9535765005725928,42,48
2024-01-01 00:00:49,0.9518293614835188,42,49
2024-01-01 00:00:50,1.049588335173669,42,50
2024-01-01 00:00:51,0.9538710725436477,42,51
2024-01-01 00:00:52,0.9528252797392538,42,52
2024-01-01 00:00:53,0.9400172362430539,42,53
2024-01-01 00:00:54,0.9351534595355028,42,54
2024-01-01 00:00:55,0.933173395293184,42,55
2024-01-01 00:00:56,0.9591438580761229,42,56
2024-01-01 00:00:57,1.0077920482030114,42,57
2024-01-01 00:00:58,1.0353383522262078,42,58
2024-01-01 00:00:59,1.0280333159758288,42,59
2024-01-01 00:01:00,0.9936073817647499,42,60
2024-01-01 00:01:01,1.0828571705349308,42,61
2024-01-01 00:01:02,1.0803391067411425,42,62
2024-01-01 00:01:03,1.0404645126464271,42,63
2024-01-01 00:01:04,1.0204390083508579,42,64
2024-01-01 00:01:05,1.0847053573136676,42,65
2024-01-01 00:01:06,1.0704451848222967,42,66
2024-01-01 00:01:07,0.9919685382275581,42,67
2024-01-01 00:01:08,1.0638728990852355,42,68
2024-01-01 00:01:09,1.082842399055229,42,69
2024-01-01 00:01:10,1.0267996271705795,42,70
2024-01-01 00:01:11,1.082899032729073,42,71
2024-01-01 00:01:12,1.001870949103443,42,72
2024-01-01 00:01:13,1.142213571890871,42,73
2024-01-01 00:01:14,1.138185503011801,42,74
2024-01-01 00:01:15,1.0631422637920815,42,75
2024-01-01 00:01:16,1.093522492665981,42,76
2024-01-01 00:01:17,0.9540422474572597,42,77
2024-01-01 00:01:18,1.0155221363790143,42,78
2024-01-01 00:01:19,1.0570702974577157,42,79
2024-01-01 00:01:20,1.0161970762452404,42,80
2024-01-01 00:01:21,1.103199261618795,42,81
2024-01-01 00:01:22,1.1646579186421522,42,82
2024-01-01 00:01:23,1.002920919109107,42,83
2024-01-01 00:01:24,1.0164891599114283,42,84
2024-01-01 00:01:25,1.066404972933572,42,85
2024-01-01 00:01:26,1.131125800262467,42,86
2024-01-01 00:01:27,0.9850638146955534,42,87
2024-01-01 00:01:28,1.0539300723208236,42,88
2024-01-01 00:01:29,1.1275304493604357,42,89
2024-01-01 00:01:30,0.9485648011475614,42,90
2024-01-01 00:01:31,0.9614952603225105,42,91
2024-01-01 00:01:32,0.9984819475791592,42,92
2024-01-01 00:01:33,0.9874730723984243,42,93
2024-01-01 00:01:34,1.0477086636251454,42,94
2024-01-01 00:01:35,1.0124829782573292,42,95
2024-01-01 00:01:36,0.9047281196511546,42,96
2024-01-01 00:01:37,1.0120875077106906,42,97
2024-01-01 00:01:38,0.9500551785230613,42,98
2024-01-01 00:01:39,1.03505395565548,42,99
2024-01-01 00:01:40,0.9321461147405752,42,100
2024-01-01 00:01:41,0.9236932508654624,42,101
2024-01-01 00:01:42,0.97439405270737,42,102
2024-01-01 00:01:43,0.9771225906331696,42,103
2024-01-01 00:01:44,0.9528558576498263,42,104
2024-01-01 00:01:45,0.8374920456387347,42,105
2024-01-01 00:01:46,0.9398516955707077,42,106
2024-01-01 00:01:47,0.8522803754886029,42,107
2024-01-01 00:01:48,0.9066838856494766,42,108
2024-01-01 00:01:49,0.8145469565962653,42,109
2024-01-01 00:01:50,0.8987635139201609,42,110
2024-01-01 00:01:51,0.8267421787805902,42,111
2024-01-01 00:01:52,0.7934869744348308,42,112
2024-01-01 00:01:53,0.8837890462781923,42,113
2024-01-01 00:01:54,0.8506032304903149,42,114
2024-01-01 00:01:55,0.7981996344735259,42,115
2024-01-01 00:01:56,0.8918002459222788,42,116
2024-01-01 00:01:57,0.787527695631171,42,117
2024-01-01 00:01:58,0.8014716864583525,42,118
2024-01-01 00:01:59,0.8036156765942046,42,119
2024-01-01 00:02:00,0.7494988121771616,42,120
2024-01-01 00:02:01,0.7943700557016639,42,121
